job_id,title,company_id,location,employment_type,seniority_level,remote,description,skills_required,industry,views_count,applicants_count,status,posted_datetime,recruiter_id
77d01cc7-2fff-4f3d-97a0-c855e66608db,Data Analyst,company-0106,Chicago, IL,CONTRACT,Entry,remote,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,MongoDB|MySQL|Postgres|Elasticsearch,Technology,3425,283,open,2026-03-31 18:45:20,recruiter-00974
774824e5-7a1e-4dcd-a62f-67e8c1771115,Data Analyst,company-0001,Nashville, TN,PART_TIME,Associate,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Python|PostgreSQL|Django|FastAPI,Retail,2014,50,open,2026-04-27 18:45:20,recruiter-00398
2376eec7-a214-4625-8310-fbcbab8c468e,Infrastructure Engineer,company-0244,New York, NY,CONTRACT,Internship,remote,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MySQL|Redis,Retail,2262,56,open,2026-02-17 19:45:20,recruiter-00668
0277c1bd-1372-40d9-bdae-ba8866bd2dd0,Marketing Manager,company-0462,Boston, MA,FULL_TIME,Associate,onsite,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,gRPC|Go|AWS,Consulting,4766,281,open,2026-02-04 19:45:20,recruiter-00271
ffc7596a-7b2a-42a4-b5cb-cad62d011f93,Cloud Architect,company-0143,Atlanta, GA,CONTRACT,Associate,onsite,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,Go|AWS|gRPC|Kubernetes,Transportation,485,91,open,2026-02-25 19:45:20,recruiter-00129
dafcb976-4e6c-417c-b2aa-d6eca10245d7,Staff Engineer,company-0281,Austin, TX,CONTRACT,Director,remote,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,JavaScript|Node.js,Education,4306,176,open,2026-03-24 18:45:20,recruiter-00608
29c7fea1-6c9a-40d3-a324-c91681ff3d03,Technical Lead,company-0405,Hybrid - San Francisco,CONTRACT,Associate,onsite,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,Spark|Scala,Healthcare,1604,18,open,2026-01-30 19:45:20,recruiter-00603
cbb4e3ca-d70b-4b63-a0ea-2b969f7f8cfa,Data Scientist,company-0418,Hybrid - Austin,FULL_TIME,Internship,hybrid,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,Elasticsearch|Postgres|Redis,Retail,766,124,open,2026-01-30 19:45:20,recruiter-00513
db02d591-cbcf-4f30-9117-cefed5c689b4,Data Engineer,company-0031,Hybrid - Austin,FULL_TIME,Entry,hybrid,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Terraform|Ansible|AWS,Healthcare,3133,235,open,2026-02-20 19:45:20,recruiter-00283
8d6a5f3a-34cd-4536-9c17-8288da30b628,Data Engineer,company-0108,Los Angeles, CA,PART_TIME,Mid-Senior,onsite,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,JavaScript|React|Node.js|TypeScript,Finance,2293,158,open,2026-04-27 18:45:20,recruiter-00096
66ba977e-7de1-44d9-8436-c51f4e40a749,Security Engineer,company-0244,Atlanta, GA,PART_TIME,Internship,onsite,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Scala|Spark|Hadoop,Transportation,922,188,open,2026-01-28 19:45:20,recruiter-00200
fdf760c0-f87e-46de-8823-c5303daea388,UX Designer,company-0108,San Diego, CA,FULL_TIME,Internship,remote,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|Redis|MongoDB,Healthcare,2290,64,open,2026-04-26 18:45:20,recruiter-00632
532c8f1e-50fa-4732-b4dd-fa16a28a06c9,Data Scientist,company-0460,Denver, CO,INTERNSHIP,Entry,hybrid,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Systems Programming|C++|Rust,Transportation,1806,202,open,2026-04-01 18:45:20,recruiter-00465
2b5d51fd-a531-473f-906e-a43fae798e75,Security Engineer,company-0431,Denver, CO,CONTRACT,Internship,hybrid,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Systems Programming|C++|Rust,Technology,4270,191,open,2026-03-25 18:45:20,recruiter-00959
9a881354-da89-46aa-af82-729601b72521,Marketing Manager,company-0355,Denver, CO,PART_TIME,Director,remote,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,MySQL|MongoDB|Postgres,Healthcare,4304,268,open,2026-03-28 18:45:20,recruiter-00925
b8e7c2df-f6fe-40f0-af30-7a5b73b499be,Principal Engineer,company-0033,Miami, FL,INTERNSHIP,Associate,hybrid,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,Java|Docker,Education,1791,224,open,2026-03-01 19:45:20,recruiter-00806
b6abe28b-a212-4b45-9881-e3b37fdda78b,Infrastructure Engineer,company-0452,Houston, TX,INTERNSHIP,Director,hybrid,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,Kubernetes|Java|Docker|Spring Boot,Healthcare,2147,279,open,2026-04-27 18:45:20,recruiter-00680
98afdb7a-36d8-4764-8dd7-fe4f005389ac,Data Analyst,company-0324,Dallas, TX,FULL_TIME,Director,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,MySQL|Postgres,Healthcare,1021,107,open,2026-04-02 18:45:20,recruiter-00245
7fb1fc8d-c29d-4ae0-9f6a-faef22b75c8d,Infrastructure Engineer,company-0454,Dallas, TX,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,PyTorch|ML|TensorFlow|Python,Consulting,3749,222,open,2026-04-03 18:45:20,recruiter-00017
4981a19b-7274-4e00-b0c0-b5daf7891944,Staff Engineer,company-0160,Remote,FULL_TIME,Internship,onsite,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,ML|Python,Transportation,1164,2,open,2026-03-18 18:45:20,recruiter-00003
433b1264-031c-411c-96d1-84f552e44342,Site Reliability Engineer,company-0045,Minneapolis, MN,PART_TIME,Internship,onsite,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,Java|Kubernetes|Spring Boot|Docker,Healthcare,1684,121,closed,2026-04-20 18:45:20,recruiter-00605
0364fa0c-cdb3-4299-a934-a718935b2859,UX Designer,company-0293,Columbus, OH,INTERNSHIP,Mid-Senior,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,gRPC|Go|AWS|Kubernetes,Transportation,4995,75,open,2026-02-13 19:45:20,recruiter-00814
2defd15b-73da-4149-8369-b3eccdbee322,Staff Engineer,company-0340,Hybrid - New York,INTERNSHIP,Director,remote,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Hadoop|Scala,Retail,4182,189,open,2026-02-11 19:45:20,recruiter-00609
482fd78b-045f-46b8-9291-e3ff140c6e47,Product Manager,company-0291,Chicago, IL,PART_TIME,Mid-Senior,remote,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,TypeScript|React|JavaScript|Node.js,Finance,492,11,open,2026-02-20 19:45:20,recruiter-00687
292b1560-4d89-48b8-8e26-0d9eb3cf9a53,UI Designer,company-0395,San Diego, CA,PART_TIME,Mid-Senior,remote,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,Kubernetes|Java,Manufacturing,994,49,open,2026-03-07 19:45:20,recruiter-00010
0658dda3-5713-4712-873e-f27d119def10,Backend Engineer,company-0289,New York, NY,PART_TIME,Director,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,Systems Programming|Rust|C++,Healthcare,478,153,open,2026-02-12 19:45:20,recruiter-00365
3ae4c7df-43ba-4caa-8970-c6c9e9e3625a,Backend Engineer,company-0112,Minneapolis, MN,CONTRACT,Entry,hybrid,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Spark|Kafka|Scala,Finance,3864,209,open,2026-03-14 18:45:20,recruiter-00645
398089af-3964-4bf6-b3c0-a0489e9ead02,DevOps Engineer,company-0282,Los Angeles, CA,INTERNSHIP,Associate,onsite,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,C++|Rust|Systems Programming,Transportation,2083,246,open,2026-03-02 19:45:20,recruiter-00572
16c09c2b-ea0c-4771-838b-c402aa10add7,Marketing Manager,company-0269,Hybrid - Austin,FULL_TIME,Entry,remote,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,Go|gRPC,Retail,1911,89,open,2026-02-25 19:45:20,recruiter-00952
1adb6670-0d5a-44bf-8924-2b6a88d86cc2,Data Scientist,company-0363,Remote,CONTRACT,Internship,remote,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,MySQL|MongoDB|Postgres,Transportation,1047,258,closed,2026-04-21 18:45:20,recruiter-00094
db6fee0c-3622-431a-a8ff-a19f11da32dd,Infrastructure Engineer,company-0293,Los Angeles, CA,PART_TIME,Entry,remote,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Azure|GCP|Ansible,Finance,2139,288,open,2026-02-08 19:45:20,recruiter-00535
efb89f90-c1eb-41d5-9221-690f094c1da4,DevOps Engineer,company-0404,Austin, TX,CONTRACT,Mid-Senior,hybrid,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,Vue|HTML|UX,Education,1991,23,closed,2026-02-27 19:45:20,recruiter-00113
e2889b93-a52c-4651-9dfc-a162a6a584e9,Solutions Architect,company-0412,Hybrid - San Francisco,PART_TIME,Entry,onsite,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,Django|PostgreSQL|Python,Technology,4693,52,open,2026-03-09 18:45:20,recruiter-00327
7b65996c-39fe-41e3-9a2e-ebf4045f3e57,DevOps Engineer,company-0064,New York, NY,PART_TIME,Associate,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,CSS|React|Vue|UX,Energy,654,77,open,2026-03-27 18:45:20,recruiter-00931
4abc8343-c9ff-4908-9d8d-63b11ead1f55,iOS Engineer,company-0438,Atlanta, GA,PART_TIME,Internship,onsite,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,React|TypeScript|Node.js,Consulting,1456,146,closed,2026-03-05 19:45:20,recruiter-00240
ac0aaa7d-c20f-4426-be85-8a38b659d024,Technical Lead,company-0043,San Francisco, CA,FULL_TIME,Associate,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,GCP|Ansible,Education,3521,194,open,2026-03-04 19:45:20,recruiter-00426
4c62221c-19da-4b01-9c8d-72a12145ecbd,Product Manager,company-0077,Seattle, WA,CONTRACT,Internship,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Python|Django|PostgreSQL|FastAPI,Healthcare,1801,210,open,2026-03-28 18:45:20,recruiter-00662
3b5c9027-2d77-4a1e-b906-8921555af41c,Frontend Engineer,company-0461,Hybrid - San Francisco,CONTRACT,Mid-Senior,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Postgres|Redis|Elasticsearch,Media,2718,70,closed,2026-04-17 18:45:20,recruiter-00755
a2b73d35-7b18-4146-aced-84076bef0af0,Sales Engineer,company-0473,Detroit, MI,INTERNSHIP,Entry,onsite,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,Vue|React,Healthcare,2162,297,open,2026-01-30 19:45:20,recruiter-00451
92c81259-28fe-4d39-acf8-c31f8afd5091,Security Engineer,company-0401,Chicago, IL,CONTRACT,Director,onsite,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,PostgreSQL|FastAPI,Retail,52,43,open,2026-02-11 19:45:20,recruiter-00784
0676519f-c489-4fb4-8e17-f1fe4ceef794,Staff Engineer,company-0176,Hybrid - San Francisco,INTERNSHIP,Associate,hybrid,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,React|Vue|HTML|CSS,Consulting,1909,223,open,2026-04-17 18:45:20,recruiter-00940
f2ef8e21-e5a0-4d50-b657-92f608d1dc9b,QA Engineer,company-0477,Miami, FL,CONTRACT,Mid-Senior,hybrid,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,CSS|HTML,Retail,2199,6,open,2026-04-26 18:45:20,recruiter-00847
9c2baa17-cb05-4ab9-a608-3035134f3bdf,QA Engineer,company-0050,San Diego, CA,PART_TIME,Associate,remote,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,AWS|Kubernetes|gRPC|Go,Retail,2019,112,open,2026-04-20 18:45:20,recruiter-00020
15b19e38-982b-4397-bc4e-6faf0e676974,Infrastructure Engineer,company-0311,Hybrid - New York,PART_TIME,Mid-Senior,onsite,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,TensorFlow|PyTorch,Energy,4805,277,open,2026-03-05 19:45:20,recruiter-00583
f569b932-581f-48ad-8214-0d9dad39dcba,Staff Engineer,company-0427,Minneapolis, MN,PART_TIME,Entry,onsite,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,PyTorch|Python,Consulting,2081,0,open,2026-03-19 18:45:20,recruiter-00637
538477eb-c49b-4624-8849-617fea9548a2,iOS Engineer,company-0087,San Francisco, CA,PART_TIME,Entry,onsite,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,Terraform|AWS,Consulting,3867,168,open,2026-04-01 18:45:20,recruiter-00545
beb7ddfa-79d7-466d-8e58-88ffc90a0e5a,Platform Engineer,company-0296,Chicago, IL,FULL_TIME,Associate,onsite,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Transportation,2077,192,open,2026-03-27 18:45:20,recruiter-00979
9c95bde7-941c-4051-a57b-8677416c2e23,Full Stack Engineer,company-0249,Portland, OR,PART_TIME,Associate,remote,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Hadoop|Kafka|Spark|Scala,Consulting,1871,174,open,2026-03-31 18:45:20,recruiter-00404
ee4bbc20-f2db-419a-9c6e-70d8f6bf75ad,Senior Software Engineer,company-0357,Hybrid - San Francisco,CONTRACT,Associate,hybrid,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,AWS|gRPC,Consulting,3573,262,open,2026-03-13 18:45:20,recruiter-00264
c6485703-ac79-4008-8c94-d65c01b6896e,Product Designer,company-0159,Atlanta, GA,CONTRACT,Mid-Senior,onsite,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++,Healthcare,3184,229,open,2026-04-01 18:45:20,recruiter-00972
e871658b-f672-459a-8feb-8ba77617ba0b,Full Stack Engineer,company-0292,Boston, MA,PART_TIME,Associate,hybrid,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,Python|TensorFlow|ML|PyTorch,Healthcare,2212,279,closed,2026-02-27 19:45:20,recruiter-00730
4e8e5c56-46e7-4bbd-9a62-a56348ae540c,Full Stack Engineer,company-0057,Chicago, IL,INTERNSHIP,Director,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,C++|Systems Programming|Rust,Manufacturing,2929,157,closed,2026-02-27 19:45:20,recruiter-00604
c6533c19-5927-4d9b-a60a-7f66d5a1412d,UI Designer,company-0331,Hybrid - Seattle,CONTRACT,Associate,onsite,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,Elasticsearch|MongoDB,Consulting,2971,246,open,2026-03-21 18:45:20,recruiter-00433
daa97dbe-c3f6-4200-a3f5-0e7675a8fc4b,iOS Engineer,company-0415,Portland, OR,PART_TIME,Entry,onsite,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Django|FastAPI|Python,Energy,3088,180,open,2026-04-03 18:45:20,recruiter-00987
82d5a25e-0a81-40ed-ac5a-c316e8be9508,Business Analyst,company-0373,Hybrid - New York,INTERNSHIP,Director,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,React|Node.js|JavaScript,Transportation,3187,261,open,2026-02-08 19:45:20,recruiter-00012
d720d0c0-e3ab-4361-8b76-98eb86cecacf,Staff Engineer,company-0164,Seattle, WA,FULL_TIME,Internship,onsite,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,MySQL|Redis|Elasticsearch|Postgres,Consulting,2730,118,open,2026-04-06 18:45:20,recruiter-00976
82864ed4-5791-44cf-bf18-8ee6092ba850,ML Engineer,company-0176,New York, NY,PART_TIME,Director,onsite,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,TensorFlow|PyTorch|ML|Python,Consulting,46,41,open,2026-04-06 18:45:20,recruiter-00390
175b76ff-f06a-4510-b368-a0272e3725bd,Product Designer,company-0353,Boston, MA,FULL_TIME,Mid-Senior,onsite,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,AWS|Azure|Ansible|GCP,Retail,83,230,open,2026-03-10 18:45:20,recruiter-00127
9dd8cbaa-a2b9-43eb-88ab-4acdfd8b7865,Android Engineer,company-0133,Los Angeles, CA,PART_TIME,Entry,hybrid,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,FastAPI|Python,Media,4262,54,open,2026-04-27 18:45:20,recruiter-00789
b621f635-2e3b-47be-b429-71899d3c4ae3,Software Engineer,company-0266,San Jose, CA,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Spring Boot|Java|Docker|Kubernetes,Retail,2016,221,open,2026-03-02 19:45:20,recruiter-00120
8dbb89d2-9cf7-4838-94c1-cb11a546f24f,Data Scientist,company-0038,Miami, FL,FULL_TIME,Entry,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,AWS|GCP|Terraform,Retail,2853,2,open,2026-03-16 18:45:20,recruiter-00207
2ca37ffa-efbd-4819-a9d5-4893ac5f0d4e,iOS Engineer,company-0042,San Diego, CA,CONTRACT,Entry,remote,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Vue|CSS|HTML,Transportation,4446,250,open,2026-04-27 18:45:20,recruiter-00286
372d2ad5-f5c9-4a41-bd93-0364d221de44,UX Designer,company-0397,New York, NY,PART_TIME,Director,remote,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,Node.js|TypeScript|React|JavaScript,Retail,3032,228,closed,2026-02-09 19:45:20,recruiter-00892
c6772270-c8c9-4f89-9301-d5f82a1b5963,Cloud Architect,company-0305,Hybrid - New York,CONTRACT,Director,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Python|FastAPI|Django,Transportation,2343,58,open,2026-03-05 19:45:20,recruiter-00923
482ed9aa-aabe-4195-9cb5-cda7bcc33811,UX Designer,company-0217,Atlanta, GA,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,MySQL|Postgres,Finance,2293,61,closed,2026-02-27 19:45:20,recruiter-00940
58875c5e-3373-4aaf-a97f-c11d3a8d0e72,Platform Engineer,company-0127,Hybrid - Austin,INTERNSHIP,Mid-Senior,remote,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,Vue|CSS,Healthcare,4956,241,open,2026-02-19 19:45:20,recruiter-00807
ade5181f-0683-4f5b-a169-a6a81579e215,Sales Engineer,company-0417,Minneapolis, MN,FULL_TIME,Associate,hybrid,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,Elasticsearch|MongoDB|MySQL|Redis,Transportation,4689,273,open,2026-04-01 18:45:20,recruiter-00984
58339da4-cc51-453f-b077-00e290d4cfc0,ML Engineer,company-0018,Minneapolis, MN,PART_TIME,Associate,remote,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,AWS|Go|Kubernetes|gRPC,Healthcare,1607,145,open,2026-03-09 18:45:20,recruiter-00082
12145bd5-816f-4312-bcdf-42bb94955c68,UI Designer,company-0474,Detroit, MI,PART_TIME,Internship,hybrid,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MongoDB|Elasticsearch,Transportation,1184,246,open,2026-02-24 19:45:20,recruiter-00297
a200864b-b01b-4868-be27-690abdbde8b1,Technical Lead,company-0411,Phoenix, AZ,INTERNSHIP,Director,onsite,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,Kafka|Spark|Hadoop,Energy,685,140,open,2026-03-18 18:45:20,recruiter-00527
66bfa461-6f89-447b-b27c-0de917e2d0e6,Product Designer,company-0447,Remote,CONTRACT,Associate,hybrid,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,Terraform|Azure,Technology,1301,238,closed,2026-03-21 18:45:20,recruiter-00437
d9ffaa87-11e4-4bd7-8a49-0b22adfecb1d,Principal Engineer,company-0434,Hybrid - Seattle,CONTRACT,Mid-Senior,remote,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,FastAPI|Python|PostgreSQL,Transportation,2772,56,open,2026-04-26 18:45:20,recruiter-00773
c23e187f-4e3a-4951-ad5b-c4876ad9e182,QA Engineer,company-0394,Denver, CO,CONTRACT,Internship,remote,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Django,Retail,1686,65,open,2026-03-29 18:45:20,recruiter-00979
fb86c8f0-a1a0-4260-87d8-429c05d47862,Product Designer,company-0448,Seattle, WA,CONTRACT,Mid-Senior,hybrid,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,UX|CSS|React|Vue,Education,3881,50,closed,2026-04-03 18:45:20,recruiter-00179
b0490f62-653d-479f-90bd-cda97b4c3bff,Security Engineer,company-0385,San Francisco, CA,PART_TIME,Internship,onsite,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,JavaScript|TypeScript|React|Node.js,Finance,2643,298,open,2026-01-31 19:45:20,recruiter-00177
f3ba7277-3cac-49d8-bc66-7ae51295834a,Principal Engineer,company-0261,San Jose, CA,CONTRACT,Internship,onsite,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,MySQL|MongoDB,Manufacturing,4433,162,open,2026-04-14 18:45:20,recruiter-00637
795c0ef5-0b2a-485f-9974-219e6aec13ad,Infrastructure Engineer,company-0198,Hybrid - New York,CONTRACT,Associate,onsite,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,Postgres|Elasticsearch|MySQL,Education,344,133,open,2026-04-27 18:45:20,recruiter-00777
25c3d1e1-6565-4d18-9633-2cd8a4db5751,iOS Engineer,company-0032,Portland, OR,PART_TIME,Entry,remote,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,PyTorch|TensorFlow|ML,Retail,4675,112,open,2026-03-19 18:45:20,recruiter-00694
99233068-e6c7-4452-aac9-6b84f21571a3,Sales Engineer,company-0361,San Francisco, CA,FULL_TIME,Internship,onsite,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,AWS|GCP|Azure,Energy,4907,7,open,2026-03-26 18:45:20,recruiter-00687
bbd646f9-dce3-4bed-a999-ef0d5b6bfb0f,Frontend Engineer,company-0450,Miami, FL,PART_TIME,Entry,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,FastAPI|PostgreSQL,Education,1310,289,open,2026-04-15 18:45:20,recruiter-00295
0a81cbab-04ca-44f5-a256-633bda31a7f7,Solutions Architect,company-0193,Houston, TX,PART_TIME,Entry,remote,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript|React,Healthcare,494,108,open,2026-02-18 19:45:20,recruiter-00834
e010d1f3-26fa-4222-a9e9-cc6ea24eaad6,Full Stack Engineer,company-0426,Hybrid - New York,FULL_TIME,Internship,hybrid,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,TensorFlow|Python|ML,Transportation,210,219,open,2026-02-10 19:45:20,recruiter-00375
fe20ae05-31b5-42f2-8dde-63bb889e25cb,Full Stack Engineer,company-0030,Minneapolis, MN,PART_TIME,Director,hybrid,We are looking for a talented Software Engineer to join our growing team. You will work on challenging problems at scale.,GCP|Azure|Terraform|AWS,Media,4325,228,open,2026-01-31 19:45:20,recruiter-00821
1f8c81b5-5ca6-468d-8e2d-20f64013cc94,Cloud Architect,company-0405,Austin, TX,FULL_TIME,Director,remote,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Kafka|Spark,Healthcare,335,226,open,2026-02-08 19:45:20,recruiter-00782
95e25571-2529-48fd-89ce-24a4e25d5d17,Infrastructure Engineer,company-0438,Chicago, IL,FULL_TIME,Entry,remote,We are looking for a talented Infrastructure Engineer to join our growing team. You will work on challenging problems at scale.,Django|Python,Healthcare,3023,8,open,2026-01-27 19:45:20,recruiter-00909
f30fa554-3366-4d5e-9e67-7a014a1b06ba,Product Designer,company-0433,Hybrid - New York,PART_TIME,Director,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Energy,3249,44,open,2026-03-07 19:45:20,recruiter-00623
39761082-17ed-42b9-b32d-a5b9dc541d4c,ML Engineer,company-0299,Chicago, IL,PART_TIME,Director,onsite,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|Node.js|React|JavaScript,Transportation,392,150,open,2026-03-26 18:45:20,recruiter-00514
c968eaa4-ebc2-4c3c-b27d-b1ed2e842d74,Product Designer,company-0019,Portland, OR,CONTRACT,Internship,remote,We are looking for a talented Data Analyst to join our growing team. You will work on challenging problems at scale.,Redis|Postgres|Elasticsearch|MongoDB,Energy,2201,251,open,2026-02-13 19:45:20,recruiter-00721
fc125474-65eb-434d-a0f6-2a82f6be8977,Backend Engineer,company-0498,San Francisco, CA,INTERNSHIP,Director,hybrid,We are looking for a talented Principal Engineer to join our growing team. You will work on challenging problems at scale.,React|CSS|UX,Finance,2498,183,open,2026-03-14 18:45:20,recruiter-00865
30d41a4a-6eb2-4044-adcb-9fd8ed2a2e53,Product Designer,company-0162,Columbus, OH,FULL_TIME,Associate,hybrid,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,Spark|Kafka|Scala|Hadoop,Manufacturing,2469,75,open,2026-02-10 19:45:20,recruiter-00698
dad15f2c-853a-42dc-b7b8-ca19a8ac7140,Principal Engineer,company-0487,Houston, TX,CONTRACT,Mid-Senior,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,PyTorch|TensorFlow|Python,Technology,3674,140,open,2026-04-02 18:45:20,recruiter-00345
9eb1b152-2ce4-457d-b070-899edadaf7e0,Technical Lead,company-0445,Miami, FL,CONTRACT,Internship,hybrid,We are looking for a talented Security Engineer to join our growing team. You will work on challenging problems at scale.,React|Vue|HTML,Technology,4716,208,open,2026-02-23 19:45:20,recruiter-00695
8a0a7f2e-a533-4bb4-b7ae-a1bb0a351f4a,Data Analyst,company-0049,Portland, OR,INTERNSHIP,Associate,remote,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,MySQL|MongoDB,Education,4461,21,open,2026-02-04 19:45:20,recruiter-00945
b3c4e5a0-4ca2-4a3e-ae74-06cdf90296d8,iOS Engineer,company-0161,Minneapolis, MN,FULL_TIME,Internship,onsite,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,Redis|MongoDB|MySQL|Elasticsearch,Finance,2861,159,open,2026-02-18 19:45:20,recruiter-00442
